38.8003703,-9.3249557
38.800711,-9.3242561
38.8009501,-9.3244653
38.8009288,-9.3245115
38.8007678,-9.3243683
38.8007258,-9.3243348
38.8006876,-9.3244136
38.8005357,-9.3247233
38.8005919,-9.3247681
38.8004664,-9.3250245
38.8003703,-9.3249557
38.7998754,-9.326092
38.7998533,-9.3259942
38.7998121,-9.3259088
38.7997282,-9.3258214
38.7993052,-9.3255063
38.7992719,-9.3254982
38.7992371,-9.3255104
38.7992149,-9.325547
38.799,-9.3260267
38.7990011,-9.3260456
38.7990263,-9.326067
38.7990939,-9.3259194
38.7992265,-9.3256345
38.7997955,-9.3260563
38.7998754,-9.326092
38.7956368,-9.3154823
38.7955752,-9.3146756
38.7960374,-9.3146124
38.7960929,-9.3144384
38.7964073,-9.3143751
38.7965182,-9.3141853
38.7969682,-9.313948
38.7970298,-9.3140113
38.7970298,-9.3141695
38.7971161,-9.3142169
38.7973935,-9.314122
38.7978804,-9.3140113
38.7981886,-9.3137108
38.7985214,-9.3136633
38.7989405,-9.3140113
38.7984413,-9.31447
38.798657,-9.3148496
38.7971531,-9.3150078
38.7961484,-9.3154665
38.7956368,-9.3154823
38.7997849,-9.3142486
38.7989405,-9.3140113
38.7984413,-9.31447
38.798657,-9.3148496
38.7987125,-9.315166
38.7982433,-9.3158926
38.7990837,-9.3173472
38.7990056,-9.316645
38.798657,-9.3161466
38.7986878,-9.3157037
38.7988234,-9.3154665
38.7991193,-9.3156405
38.7991359,-9.315993
38.7995007,-9.3162437
38.7996115,-9.315809
38.7998981,-9.3159261
38.7999893,-9.3155583
38.8001783,-9.3156586
38.8003335,-9.3153241
38.8002225,-9.3150869
38.8002225,-9.3147863
38.7997849,-9.3142486
38.8018928,-9.3145807
38.8021085,-9.3126827
38.8014676,-9.3127301
38.8011101,-9.3129516
38.8007464,-9.3127301
38.8008574,-9.3125403
38.8007095,-9.3122872
38.7999945,-9.3132046
38.7997664,-9.3134577
38.7996678,-9.313695
38.800013,-9.3139006
38.8001116,-9.3137108
38.8005739,-9.3139164
38.8009128,-9.3145649
38.8011008,-9.3145765
38.8013505,-9.3145248
38.8014736,-9.3144184
38.8018928,-9.3145807
38.8004441,-9.3126799
38.8004508,-9.312673
38.8005718,-9.3125182
