3.884857699999999880e+01,-9.410534999999999428e+00,1.620000000000000000e+02,6.245498275756835938e+01,3.415650634765625000e+02
3.884857699999999880e+01,-9.410474069999999358e+00,1.620000000000000000e+02,7.925039672851562500e+01,3.598192443847656250e+02
3.884857699999999880e+01,-9.410413139999999288e+00,1.630000000000000000e+02,7.975038909912109375e+01,3.598204040527343750e+02
3.884857699999999880e+01,-9.410352209999999218e+00,1.630000000000000000e+02,8.933119201660156250e+01,3.335783691406250000e+02
3.884857699999999880e+01,-9.410291279999999148e+00,1.630000000000000000e+02,3.975314331054687500e+01,2.707206726074218750e+02
3.884857699999999880e+01,-9.410230349999999078e+00,1.630000000000000000e+02,5.000000000000000000e-01,0.000000000000000000e+00
3.884857699999999880e+01,-9.410169419999999008e+00,1.630000000000000000e+02,7.288689613342285156e-01,3.290362548828125000e+02
3.884857699999999880e+01,-9.410108489999998937e+00,1.630000000000000000e+02,5.303300619125366211e-01,3.150000000000000000e+02
3.884857699999999880e+01,-9.410047559999998867e+00,1.630000000000000000e+02,5.000000000000000000e-01,0.000000000000000000e+00
3.884857699999999880e+01,-9.409986629999998797e+00,1.630000000000000000e+02,5.000000000000000000e-01,0.000000000000000000e+00
3.884857699999999880e+01,-9.409925699999998727e+00,1.630000000000000000e+02,5.000000000000000000e-01,0.000000000000000000e+00
3.884857699999999880e+01,-9.409864769999998657e+00,1.630000000000000000e+02,7.288689613342285156e-01,3.290362548828125000e+02
3.884857699999999880e+01,-9.409803839999998587e+00,1.630000000000000000e+02,5.303300619125366211e-01,3.150000000000000000e+02
3.884857699999999880e+01,-9.409742910000000293e+00,1.630000000000000000e+02,5.000000000000000000e-01,0.000000000000000000e+00
3.884857699999999880e+01,-9.409681980000000223e+00,1.630000000000000000e+02,5.000000000000000000e-01,0.000000000000000000e+00
3.884857699999999880e+01,-9.409621050000000153e+00,1.630000000000000000e+02,6.373774409294128418e-01,3.486900634765625000e+02
3.884857699999999880e+01,-9.409560120000000083e+00,1.630000000000000000e+02,8.838834762573242188e-01,3.518699035644531250e+02
3.884857699999999880e+01,-9.409499190000000013e+00,1.630000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00
3.884857699999999880e+01,-9.409438259999999943e+00,1.630000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00
3.884857699999999880e+01,-9.409377329999999873e+00,1.630000000000000000e+02,1.000000000000000000e+00,0.000000000000000000e+00
3.884857699999999880e+01,-9.409316399999999803e+00,1.630000000000000000e+02,1.346291184425354004e+00,3.381985778808593750e+02
3.884857699999999880e+01,-9.409255469999999733e+00,1.640000000000000000e+02,1.346291184425354004e+00,3.381985778808593750e+02
3.884857699999999880e+01,-9.409194539999999662e+00,1.640000000000000000e+02,1.500000000000000000e+00,0.000000000000000000e+00
3.884857699999999880e+01,-9.409133609999999592e+00,1.640000000000000000e+02,1.500000000000000000e+00,0.000000000000000000e+00
3.884857699999999880e+01,-9.409072679999999522e+00,1.640000000000000000e+02,1.976423501968383789e+00,3.415650634765625000e+02
3.884857699999999880e+01,-9.409011749999999452e+00,1.660000000000000000e+02,2.215005636215209961e+00,3.436104736328125000e+02
3.884857699999999880e+01,-9.408950819999999382e+00,1.660000000000000000e+02,2.500000000000000000e+00,0.000000000000000000e+00
3.884857699999999880e+01,-9.408889889999999312e+00,1.660000000000000000e+02,2.500000000000000000e+00,0.000000000000000000e+00
3.884857699999999880e+01,-9.408828959999999242e+00,1.660000000000000000e+02,2.500000000000000000e+00,0.000000000000000000e+00
3.884857699999999880e+01,-9.408768029999999172e+00,1.660000000000000000e+02,2.926174879074096680e+00,3.400169067382812500e+02
3.884857699999999880e+01,-9.408707099999999102e+00,1.680000000000000000e+02,2.015564441680908203e+00,3.302551269531250000e+02
3.884857699999999880e+01,-9.408646169999999032e+00,1.680000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00
3.884857699999999880e+01,-9.408585239999998961e+00,1.680000000000000000e+02,2.000000000000000000e+00,0.000000000000000000e+00
3.884857699999999880e+01,-9.408524309999998891e+00,1.680000000000000000e+02,2.462214469909667969e+00,3.360375061035156250e+02
3.884857699999999880e+01,-9.408463379999998821e+00,1.690000000000000000e+02,1.600781083106994629e+00,3.213401794433593750e+02
3.884857699999999880e+01,-9.408402449999998751e+00,1.690000000000000000e+02,1.500000000000000000e+00,0.000000000000000000e+00
3.884857699999999880e+01,-9.408341519999998681e+00,1.690000000000000000e+02,1.500000000000000000e+00,0.000000000000000000e+00
3.884857699999999880e+01,-9.408280589999998611e+00,1.690000000000000000e+02,1.500000000000000000e+00,0.000000000000000000e+00
3.884857699999999880e+01,-9.408219660000000317e+00,1.690000000000000000e+02,1.500000000000000000e+00,0.000000000000000000e+00
3.884857699999999880e+01,-9.408158730000000247e+00,1.690000000000000000e+02,1.500000000000000000e+00,0.000000000000000000e+00
3.884857699999999880e+01,-9.408097800000000177e+00,1.690000000000000000e+02,1.500000000000000000e+00,0.000000000000000000e+00
3.884857699999999880e+01,-9.408036870000000107e+00,1.690000000000000000e+02,1.500000000000000000e+00,0.000000000000000000e+00
3.884857699999999880e+01,-9.407975940000000037e+00,1.690000000000000000e+02,1.425219297409057617e+00,1.525511837005615234e+01
3.884857699999999880e+01,-9.407915009999999967e+00,1.700000000000000000e+02,1.667708039283752441e+00,1.299461650848388672e+01
3.884857699999999880e+01,-9.407854079999999897e+00,1.700000000000000000e+02,1.500000000000000000e+00,0.000000000000000000e+00
3.884857699999999880e+01,-9.407793149999999827e+00,1.700000000000000000e+02,1.500000000000000000e+00,0.000000000000000000e+00
3.884857699999999880e+01,-9.407732219999999757e+00,1.700000000000000000e+02,1.500000000000000000e+00,0.000000000000000000e+00
3.884857699999999880e+01,-9.407671289999999686e+00,1.700000000000000000e+02,1.425219297409057617e+00,1.525511837005615234e+01
3.884857699999999880e+01,-9.407610359999999616e+00,1.720000000000000000e+02,1.667708039283752441e+00,1.299461650848388672e+01
3.884857699999999880e+01,-9.407549429999999546e+00,1.720000000000000000e+02,1.500000000000000000e+00,0.000000000000000000e+00
3.884857699999999880e+01,-9.407488499999999476e+00,1.720000000000000000e+02,1.500000000000000000e+00,0.000000000000000000e+00
3.884857699999999880e+01,-9.407427569999999406e+00,1.720000000000000000e+02,1.500000000000000000e+00,0.000000000000000000e+00
3.884857699999999880e+01,-9.407366639999999336e+00,1.720000000000000000e+02,1.425219297409057617e+00,1.525511837005615234e+01
3.884857699999999880e+01,-9.407305709999999266e+00,1.730000000000000000e+02,1.667708039283752441e+00,1.299461650848388672e+01
3.884857699999999880e+01,-9.407244779999999196e+00,1.730000000000000000e+02,1.500000000000000000e+00,0.000000000000000000e+00
3.884857699999999880e+01,-9.407183849999999126e+00,1.730000000000000000e+02,1.500000000000000000e+00,0.000000000000000000e+00
3.884857699999999880e+01,-9.407122919999999056e+00,1.730000000000000000e+02,1.500000000000000000e+00,0.000000000000000000e+00
3.884857699999999880e+01,-9.407061989999998985e+00,1.730000000000000000e+02,1.500000000000000000e+00,0.000000000000000000e+00
