38.8052265,-9.3719045,yes
38.8052775,-9.3713479,yes
38.8050126,-9.3713079,yes
38.8051506,-9.3698029,yes
38.8046809,-9.369732,yes
38.8044919,-9.3717936,yes
38.8052265,-9.3719045,yes
38.7844887,-9.3548378,industrial
38.7848999,-9.3544564,industrial
38.7853226,-9.3552066,industrial
38.7854023,-9.3551327,industrial
38.7856655,-9.3555998,industrial
38.785683,-9.3555835,industrial
38.7857403,-9.3556851,industrial
38.7857227,-9.3557014,industrial
38.785777,-9.3557978,industrial
38.7856992,-9.35587,industrial
38.785705,-9.3558802,industrial
38.785618,-9.3559609,industrial
38.7856122,-9.3559506,industrial
38.7855389,-9.3560186,industrial
38.7855492,-9.356037,industrial
38.7854583,-9.3561213,industrial
38.7854479,-9.356103,industrial
38.7852861,-9.356253,industrial
38.7844887,-9.3548378,industrial
38.8033375,-9.3831553,yes
38.8032676,-9.382791,yes
38.8032054,-9.3824665,yes
38.8031502,-9.3824837,yes
38.8031184,-9.382458,yes
38.8031084,-9.3824022,yes
38.8031218,-9.3823464,yes
38.803177,-9.3823271,yes
38.8031516,-9.3822121,yes
38.8034345,-9.3821364,yes
38.8034896,-9.3824279,yes
38.8034495,-9.3824301,yes
38.8034963,-9.3828098,yes
38.8035097,-9.3831295,yes
38.8033375,-9.3831553,yes
38.7989598,-9.3883465,yes
38.7989913,-9.3883097,yes
38.7989554,-9.3882591,yes
38.7989664,-9.3882462,yes
38.7989451,-9.3882162,yes
38.7989644,-9.3881936,yes
38.7989288,-9.3881434,yes
38.7989739,-9.3880907,yes
38.7989848,-9.388106,yes
38.7990449,-9.3880356,yes
38.7990286,-9.3880127,yes
38.7990698,-9.3879646,yes
38.7990894,-9.3879923,yes
38.7991067,-9.387972,yes
38.7992618,-9.3881905,yes
38.7991466,-9.3883252,yes
38.7992088,-9.3884127,yes
38.7990985,-9.3885417,yes
38.7989598,-9.3883465,yes
38.8030945,-9.3821231,yes
38.8030496,-9.3818581,yes
38.8034726,-9.3817504,yes
38.8035091,-9.3820189,yes
38.8030945,-9.3821231,yes
38.7995297,-9.3852476,yes
38.7995975,-9.3853282,yes
38.7998586,-9.384967,yes
38.7997908,-9.3848864,yes
38.7995297,-9.3852476,yes
38.7878465,-9.387768,yes
38.7877354,-9.3877311,yes
38.7877604,-9.3876076,yes
38.7878181,-9.3876268,yes
38.7878714,-9.3876446,yes
38.7878465,-9.387768,yes
38.7880443,-9.3878402,yes
38.7879227,-9.3877946,yes
38.7879501,-9.3876742,yes
38.7880718,-9.3877199,yes
38.7880443,-9.3878402,yes
38.7860038,-9.3892979,yes
38.7859837,-9.3893123,yes
38.7859609,-9.3893088,yes
38.785944,-9.3892888,yes
38.7859395,-9.3892599,yes
38.7859492,-9.3892331,yes
38.7859692,-9.3892187,yes
38.785992,-9.3892222,yes
38.7860089,-9.3892422,yes
38.7860134,-9.3892711,yes
38.7860038,-9.3892979,yes
38.7938319,-9.3849543,church
38.7939117,-9.3847207,church
38.7938823,-9.3847041,church
38.7939034,-9.3846424,church
38.7938943,-9.3846113,church
38.793865,-9.3845949,church
38.7938327,-9.3846064,church
38.7938198,-9.3846442,church
38.7937409,-9.3845998,church
38.7937154,-9.3846745,church
38.7937767,-9.384709,church
38.7937153,-9.3848887,church
38.7938319,-9.3849543,church
38.8030897,-9.3563848,yes
38.8029929,-9.3563799,yes
38.8030029,-9.3560563,yes
38.8030997,-9.3560612,yes
38.8030897,-9.3563848,yes
38.8032063,-9.3564194,yes
38.8035062,-9.3564285,yes
38.803511,-9.3561711,yes
38.803211,-9.3561621,yes
38.8032063,-9.3564194,yes
38.7871344,-9.3906371,yes
38.7871275,-9.390626,yes
38.7871181,-9.3906186,yes
38.7871073,-9.3906157,yes
38.7870962,-9.3906177,yes
38.7870905,-9.390621,yes
38.7870854,-9.3906257,yes
38.7870783,-9.3906368,yes
38.7870747,-9.3906503,yes
38.7870767,-9.3906695,yes
38.7870815,-9.3906824,yes
38.7870901,-9.3906919,yes
38.7871008,-9.390697,yes
38.7871165,-9.3906955,yes
38.7871265,-9.3906884,yes
38.7871301,-9.3906839,yes
38.7871337,-9.3906776,yes
38.7871377,-9.3906643,yes
38.7871378,-9.3906501,yes
38.7871344,-9.3906371,yes
38.7874265,-9.3907206,yes
38.7874308,-9.3907409,yes
38.7874309,-9.3907628,yes
38.7874264,-9.390784,yes
38.7874178,-9.3908029,yes
38.7874116,-9.3908117,yes
38.7873947,-9.3908266,yes
38.7873749,-9.3908339,yes
38.7873544,-9.3908328,yes
38.7873352,-9.3908235,yes
38.7873193,-9.3908068,yes
38.7873083,-9.3907846,yes
38.7873033,-9.390759,yes
38.7873049,-9.3907327,yes
38.7873086,-9.3907189,yes
38.7873133,-9.3907077,yes
38.7873223,-9.3906935,yes
38.7873335,-9.3906822,yes
38.7873464,-9.3906744,yes
38.7873603,-9.3906704,yes
38.7873746,-9.3906704,yes
38.7873885,-9.3906745,yes
38.7874013,-9.3906825,yes
38.7874146,-9.3906966,yes
38.7874265,-9.3907206,yes
38.7879533,-9.3903986,yes
38.7879225,-9.3904553,yes
38.7879772,-9.3905041,yes
38.7880079,-9.3904475,yes
38.7879533,-9.3903986,yes
38.7872255,-9.3908007,yes
38.7872281,-9.3908102,yes
38.7872279,-9.3908207,yes
38.787225,-9.3908306,yes
38.7872196,-9.3908385,yes
38.7872125,-9.3908436,yes
38.7872005,-9.3908447,yes
38.7871929,-9.3908411,yes
38.7871867,-9.3908343,yes
38.7871817,-9.3908209,yes
38.7871815,-9.3908105,yes
38.7871841,-9.3908005,yes
38.7871892,-9.3907923,yes
38.7871974,-9.3907863,yes
38.7872055,-9.3907848,yes
38.7872135,-9.3907869,yes
38.7872205,-9.3907925,yes
38.7872255,-9.3908007,yes
38.7873133,-9.3907077,yes
38.7872658,-9.3906201,yes
38.7873029,-9.3905842,yes
38.7872203,-9.390435,yes
38.7870703,-9.3905873,yes
38.7870905,-9.390621,yes
38.7870962,-9.3906177,yes
38.7871073,-9.3906157,yes
38.7871181,-9.3906186,yes
38.7871275,-9.390626,yes
38.7871344,-9.3906371,yes
38.7871378,-9.3906501,yes
38.7871377,-9.3906643,yes
38.7871337,-9.3906776,yes
38.7871301,-9.3906839,yes
38.7871579,-9.3907247,yes
38.7871974,-9.3907863,yes
38.7872055,-9.3907848,yes
38.7872135,-9.3907869,yes
38.7872205,-9.3907925,yes
38.7872255,-9.3908007,yes
38.7872281,-9.3908102,yes
38.7873049,-9.3907327,yes
38.7873086,-9.3907189,yes
38.7873133,-9.3907077,yes
38.7845325,-9.4368947,yes
38.7844179,-9.436999,yes
38.7843576,-9.4368947,yes
38.7844722,-9.4367872,yes
38.7845325,-9.4368947,yes
38.7827197,-9.3578865,yes
38.7822745,-9.3579598,yes
38.7823177,-9.3583918,yes
38.7827629,-9.3583185,yes
38.7827197,-9.3578865,yes
38.7969794,-9.3898345,yes
38.796946,-9.3898666,yes
38.7969313,-9.3899739,yes
38.796954,-9.3899771,yes
38.7969496,-9.3900531,yes
38.7969812,-9.390057,yes
38.7969785,-9.390086,yes
38.7971551,-9.3901037,yes
38.7971948,-9.3899534,yes
38.7971071,-9.3899159,yes
38.7971191,-9.3898385,yes
38.7969794,-9.3898345,yes
38.7981974,-9.3918582,collapsed
38.7977796,-9.3916609,collapsed
38.7977842,-9.3916229,collapsed
38.798079,-9.3916208,collapsed
38.7980674,-9.3916874,collapsed
38.7981711,-9.391739,collapsed
38.7982256,-9.3917414,collapsed
38.7981974,-9.3918582,collapsed
38.7981714,-9.3906573,yes
38.798327,-9.3914741,yes
38.7984141,-9.3914467,yes
38.7983885,-9.3913118,yes
38.7984463,-9.3912937,yes
38.7983311,-9.3906887,yes
38.7982672,-9.3907087,yes
38.7982525,-9.3906319,yes
38.7981714,-9.3906573,yes
38.7962498,-9.388735,yes
38.7963546,-9.389096,yes
38.7963622,-9.3891221,yes
38.7964501,-9.3890801,yes
38.7964358,-9.3890306,yes
38.7964627,-9.3890177,yes
38.7964189,-9.3888668,yes
38.7964457,-9.388854,yes
38.7964218,-9.3887716,yes
38.796394,-9.3887849,yes
38.7963637,-9.3886805,yes
38.7963009,-9.3887106,yes
38.7962498,-9.388735,yes
38.7981732,-9.3916321,yes
38.7982984,-9.3915721,yes
38.7982819,-9.3917324,yes
38.7982256,-9.3917414,yes
38.7981711,-9.391739,yes
38.7981732,-9.3916321,yes
38.7972972,-9.3899856,apartments
38.7971948,-9.3899534,apartments
38.7971551,-9.3901037,apartments
38.7972136,-9.3901224,apartments
38.7972972,-9.3899856,apartments
38.8000518,-9.4152666,yes
38.7999302,-9.4152619,yes
38.7999274,-9.4153834,yes
38.8000489,-9.4153881,yes
38.8000518,-9.4152666,yes
38.8028225,-9.3954055,yes
38.8027715,-9.3954403,yes
38.8028158,-9.3955468,yes
38.8028668,-9.3955119,yes
38.8028225,-9.3954055,yes
38.8021061,-9.3949594,house
38.8021042,-9.3948205,house
38.8019807,-9.3948233,house
38.8019826,-9.3949621,house
38.8021061,-9.3949594,house
38.7999193,-9.4150123,yes
38.7999144,-9.4151512,yes
38.7999982,-9.415156,yes
38.8000031,-9.4150172,yes
38.7999193,-9.4150123,yes
38.802705,-9.3950191,yes
38.8025808,-9.3943691,yes
38.8024242,-9.3944184,yes
38.8025484,-9.3950684,yes
38.802705,-9.3950191,yes
38.8027648,-9.3954238,yes
38.8028225,-9.3954055,yes
38.8027466,-9.3950127,yes
38.802689,-9.3950311,yes
38.8027648,-9.3954238,yes
38.8015553,-9.38755,yes
38.8014433,-9.3871333,yes
38.8013151,-9.38719,yes
38.8014271,-9.3876067,yes
38.8015553,-9.38755,yes
38.8006887,-9.3930312,yes
38.8006433,-9.3929433,yes
38.8005674,-9.3930078,yes
38.8006127,-9.3930957,yes
38.8006887,-9.3930312,yes
38.8009449,-9.4414026,yes
38.8009925,-9.4413041,yes
38.8009084,-9.4412372,yes
38.8008608,-9.4413357,yes
38.8009449,-9.4414026,yes
38.8050518,-9.3895222,yes
38.805031,-9.3896229,yes
38.8051115,-9.3896504,yes
38.8051324,-9.3895496,yes
38.8050518,-9.3895222,yes
38.8021785,-9.4439708,yes
38.8020976,-9.4438028,yes
38.80202,-9.4438644,yes
38.8021009,-9.4440324,yes
38.8021785,-9.4439708,yes
38.8009058,-9.4430147,yes
38.8008376,-9.4431964,yes
38.800924,-9.4432497,yes
38.8009921,-9.443068,yes
38.8009058,-9.4430147,yes
38.8054556,-9.3863256,yes
38.8054468,-9.3862029,yes
38.8053667,-9.3862123,yes
38.8053755,-9.3863351,yes
38.8054556,-9.3863256,yes
38.8001188,-9.3933313,yes
38.8001726,-9.3933706,yes
38.8001824,-9.3933486,yes
38.8002227,-9.3932581,yes
38.800169,-9.3932188,yes
38.8001188,-9.3933313,yes
38.8031794,-9.387641,yes
38.8031596,-9.3877409,yes
38.8032575,-9.3877729,yes
38.8032773,-9.387673,yes
38.8031794,-9.387641,yes
38.8011208,-9.4423959,yes
38.8012017,-9.4424738,yes
38.8012519,-9.4423879,yes
38.801171,-9.44231,yes
38.8011208,-9.4423959,yes
38.8028768,-9.3878169,yes
38.8030033,-9.3878466,yes
38.8030763,-9.387335,yes
38.8029497,-9.3873053,yes
38.8028768,-9.3878169,yes
