38.123,12.455,-119
38.123,12.460425,-107
38.123,12.46585,-102
38.123,12.471275,-100
38.123,12.4767,-99
38.123,12.482125,-100
38.123,12.48755,-102
38.123,12.492975,-106
38.123,12.4984,-110
38.123,12.503825,-117
38.123,12.50925,-124
38.123,12.514675,-130
38.123,12.5201,-133
38.123,12.525525,-132
38.123,12.53095,-130
38.123,12.536375,-128
38.123,12.5418,-127
38.123,12.547225,-123
38.123,12.55265,-118
38.123,12.558075,-110
38.123,12.5635,-100
38.123,12.568925,-89
38.123,12.574349999999999,-77
38.123,12.579775,-68
38.123,12.5852,-63
38.123,12.590625,-60
38.123,12.59605,-60
38.123,12.601475,-60
38.123,12.6069,-57
38.123,12.612325,-53
38.123,12.61775,-52
38.123,12.623175,-53
38.123,12.6286,-55
38.123,12.634025,-56
38.123,12.63945,-56
38.123,12.644874999999999,-53
38.123,12.6503,-47
38.123,12.655725,-39
38.123,12.66115,-31
38.123,12.666575,-28
38.123,12.672,-30
38.123,12.677425,-36
38.123,12.68285,-42
38.123,12.688274999999999,-44
38.123,12.6937,-40
38.123,12.699125,-38
38.123,12.70455,-36
38.123,12.709975,-28
38.123,12.715399999999999,-26
38.123,12.720825,-33
38.123,12.72625,4
38.123,12.731675,20
38.123,12.7371,41
38.123,12.742524999999999,270
38.123,12.74795,489
38.123,12.753375,590
38.123,12.758799999999999,668
38.123,12.764225,651
38.123,12.76965,552
38.123,12.775075,502
38.123,12.7805,386
38.123,12.785924999999999,186
38.123,12.79135,38
38.123,12.796775,-32
38.123,12.8022,-78
38.123,12.807625,-114
38.123,12.813049999999999,-140
38.123,12.818475,-156
38.123,12.8239,-181
38.123,12.829324999999999,-208
38.123,12.83475,-220
38.123,12.840174999999999,-225
38.123,12.8456,-225
38.123,12.851025,-223
38.123,12.856449999999999,-225
38.123,12.861875,-230
38.123,12.8673,-232
38.123,12.872724999999999,-230
38.123,12.87815,-230
38.123,12.883574999999999,-234
38.124525,12.455,-123
38.124525,12.460425,-110
38.124525,12.46585,-105
38.124525,12.471275,-102
38.124525,12.4767,-100
38.124525,12.482125,-101
38.124525,12.48755,-104
38.124525,12.492975,-107
38.124525,12.4984,-112
38.124525,12.503825,-119
38.124525,12.50925,-126
38.124525,12.514675,-132
38.124525,12.5201,-135
38.124525,12.525525,-135
38.124525,12.53095,-133
38.124525,12.536375,-131
38.124525,12.5418,-129
38.124525,12.547225,-126
38.124525,12.55265,-121
38.124525,12.558075,-114
38.124525,12.5635,-104
38.124525,12.568925,-94
38.124525,12.574349999999999,-83
38.124525,12.579775,-74
38.124525,12.5852,-68
38.124525,12.590625,-66
38.124525,12.59605,-65
38.124525,12.601475,-64
38.124525,12.6069,-61
38.124525,12.612325,-57
38.124525,12.61775,-56
38.124525,12.623175,-56
38.124525,12.6286,-57
38.124525,12.634025,-58
38.124525,12.63945,-57
38.124525,12.644874999999999,-54
38.124525,12.6503,-49
38.124525,12.655725,-42
38.124525,12.66115,-35
38.124525,12.666575,-33
38.124525,12.672,-36
38.124525,12.677425,-42
38.124525,12.68285,-47
38.124525,12.688274999999999,-48
38.124525,12.6937,-45
38.124525,12.699125,-42
38.124525,12.70455,-40
38.124525,12.709975,-31
38.124525,12.715399999999999,-28
38.124525,12.720825,-35
38.124525,12.72625,2
38.124525,12.731675,14
38.124525,12.7371,53
38.124525,12.742524999999999,241
38.124525,12.74795,385
38.124525,12.753375,471
38.124525,12.758799999999999,577
38.124525,12.764225,648
38.124525,12.76965,599
38.124525,12.775075,601
38.124525,12.7805,451
38.124525,12.785924999999999,202
38.124525,12.79135,1
38.124525,12.796775,-36
38.124525,12.8022,-86
38.124525,12.807625,-126
38.124525,12.813049999999999,-154
38.124525,12.818475,-172
38.124525,12.8239,-197
38.124525,12.829324999999999,-224
38.124525,12.83475,-236
38.124525,12.840174999999999,-241
38.124525,12.8456,-241
38.124525,12.851025,-239
38.124525,12.856449999999999,-241
38.124525,12.861875,-245
38.124525,12.8673,-246
38.124525,12.872724999999999,-245
38.124525,12.87815,-245
38.124525,12.883574999999999,-248
38.12605,12.455,-128
38.12605,12.460425,-115
38.12605,12.46585,-108
38.12605,12.471275,-104
38.12605,12.4767,-102
38.12605,12.482125,-102
38.12605,12.48755,-105
38.12605,12.492975,-108
38.12605,12.4984,-114
38.12605,12.503825,-121
38.12605,12.50925,-128
38.12605,12.514675,-134
38.12605,12.5201,-137
38.12605,12.525525,-138
38.12605,12.53095,-136
38.12605,12.536375,-135
38.12605,12.5418,-133
38.12605,12.547225,-129
38.12605,12.55265,-125
38.12605,12.558075,-118
38.12605,12.5635,-109
38.12605,12.568925,-100
38.12605,12.574349999999999,-90
38.12605,12.579775,-81
38.12605,12.5852,-76
38.12605,12.590625,-73
38.12605,12.59605,-71
38.12605,12.601475,-70
38.12605,12.6069,-67
38.12605,12.612325,-63
38.12605,12.61775,-61
38.12605,12.623175,-61
38.12605,12.6286,-61
38.12605,12.634025,-61
38.12605,12.63945,-59
38.12605,12.644874999999999,-56
38.12605,12.6503,-51
38.12605,12.655725,-45
38.12605,12.66115,-40
38.12605,12.666575,-38
38.12605,12.672,-41
38.12605,12.677425,-46
38.12605,12.68285,-51
38.12605,12.688274999999999,-52
38.12605,12.6937,-49
38.12605,12.699125,-46
38.12605,12.70455,-43
38.12605,12.709975,-34
38.12605,12.715399999999999,-30
38.12605,12.720825,-35
38.12605,12.72625,4
38.12605,12.731675,16
38.12605,12.7371,101
38.12605,12.742524999999999,291
38.12605,12.74795,291
38.12605,12.753375,390
